Ano,Natureza,Via,TRL,Projeto,Instituição,Setor,Segmento,Receita,Coordenador,Unidade,Cidade,Região,Bolsas de Graduação,Bolsas de Mestrado,Bolsas de Doutorado,Bolsas de Pesquisadores,Bolsas de Coordenador,Bolsas de Nível Médio/Aprendiz,Bolsas de Professores,Total de Bolsas,Vigência,,Vigente,SEI
2024,PD&I,IAUPE,7,MONITORAMENTO EM TEMPO REAL DE UMA USINA SOLAR FOTOVOLTAICA UTILIZANDO SENSORIAMENTO INTEGRADO À COMPUTAÇÃO EM NUVEM,LACTRON S. A.,PRIVADO,SETOR DE ENERGIA,"R$ 20.000,00",CLAUDEMIRO DE LIMA JÚNIOR,PETROLINA,RECIFE - PE,RMR - NÚCLEO CENTRO,1,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,2,01/04/2024,01/04/2025,NÃO VIGENTE,0040610072.000014/2024-00
2024,PD&I,IAUPE,NÃO INFORMADO,IDENTIFICAÇÃO DE PRAZOS TRABALHISTA 10.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 65.250,00",BRUNO JOSÉ TORRES FERNANDES,POLI,RECIFE - PE,RMR - NÚCLEO CENTRO,2,2,2,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,7,14/06/2024,13/09/2024,NÃO VIGENTE,0040610072.000046/2023-16
2024,PD&I,IAUPE,3,MAPEAMENTO TÉRMICO DE PAREDES REFRATÁRIAS DO FORNO VIVIX,COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP - VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 190.000,00",DIEGO JOSÉ RÁTIVA MILLÁN,POLI,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/04/2024,01/01/2025,NÃO VIGENTE,0040610072.000015/2024-46
2024,PD&I,IAUPE,0,ANÁLISE AVANÇADA DE DADOS APLICADA À QUALIDADE DE VIDROS FLOAT,COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP - VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 195.475,00",CAIO VINICIUS PINHEIRO VITAL,POLI,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/05/2024,28/02/2025,NÃO VIGENTE,0040610072.000018/2024-80
2024,PD&I,IAUPE,3,ANÁLISE DE DEFEITOS EM VIDROS TRANSFORMADOS: CONTROLE DE QUALIDADE COM DATA ANALYTICS,COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP - VIVIX,PRIVADO,INDÚSTRIA DE VIDROS,"R$ 99.000,00",RICARDO ATAÍDE DE LIMA,POLI,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,1,1,1,NÃO INFORMADO,NÃO INFORMADO,3,01/04/2024,01/12/2024,NÃO VIGENTE,0040610072.000020/2024-59
2024,RESITEC,UPE,NÃO INFORMADO,NE 4.0 - SETORES ESTRATÉGICOS,SUDENE,PÚBLICO,PESQUISA E DESENVOLVIMENTO,"R$ 770.660,00",DJALMA SILVA GUIMARÃES JUNIOR,POLI,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/04/2024,31/03/2026,NÃO VIGENTE,0040608325.000173/2023-54
2024,RESITEC,UPE,NÃO INFORMADO,SEPLAG - 2024,SEPLAG,PÚBLICO,PESQUISA E DESENVOLVIMENTO,"R$ 2.370.610,00",FAGNER JOSÉ COUTINHO DE MELO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,09/04/2024,09/04/2026,NÃO VIGENTE,3000008455.000051/2024-13
2024,PD&I,UPE,NÃO INFORMADO,2º ADITIVO TCE  - 2024  (3ª FASE) - 2024,TRIBUNAL DE CONTAS DO ESTADO (TCE),PÚBLICO,PESQUISA E DESENVOLVIMENTO,"R$ 445.680,00",DJALMA SILVA GUIMARÃES JUNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,31/01/2025,NÃO VIGENTE,0040608325.000034/2024-10
2024,PD&I,UPE,9,SEMAS - APLICAÇÃO PLANTAR JUNTOS,SEMAS,PÚBLICO,PESQUISA E DESENVOLVIMENTO,"R$ 499.764,71",MÁRCIA REJANE OLIVEIRA BARROS CARVALHO MACEDO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,06/06/2024,06/06/2025,NÃO VIGENTE,3600017227.000005/2024-02
2024,PD&I,IAUPE,9,PLATAFORMA DIGITAL PARA O DESENVOLVIMENTO DE CIDADES INTELIGENTES E SUSTENTÁVEIS,PREFEITURA DE TACARATU,PÚBLICO,GESTÃO MUNICIPAL,"R$ 161.647,06",MÁRCIA REJANE OLIVEIRA BARROS CARVALHO MACEDO,NÃO INFORMADO,TACARATU - PE,SERTÃO DE ITAPARICA,3,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,4,01/04/2024,01/04/2025,NÃO VIGENTE,0040610072.000024/2024-37
2024,PD&I,IAUPE,NÃO INFORMADO,SIGNAPP: APLICATIVO MÓVEL COMO INOVAÇÃO TECNOLÓGICA PARA OS PROCESSOS DE ASSINATURAS DOCUMENTAIS,"POWERPC COMÉRCIO 
DE EQUIPAMENTOS DE
INFORMÁTICA LTDA.",PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 265.715,28",JOÃO FAUSTO LORENZATO DE OLIVEIRA,NÃO INFORMADO,BELO HORIZONTE - MG,EXTERNO,2,NÃO INFORMADO,NÃO INFORMADO,3,1,NÃO INFORMADO,NÃO INFORMADO,6,01/04/2024,31/10/2024,NÃO VIGENTE,0040610072.000021/2024-01
2024,PD&I,IAUPE,5,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA PREVISÕES DE ANOMALIAS EM DADOS DE TELEMETRIA ORIUNDOS DE SISTEMAS DE TRANSMISSÃO DE TV.,NAVIT INOVAÇÃO DIGITAL LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 80.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,CARUARU - PE,AGRESTE CENTRAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,NÃO INFORMADO,NÃO INFORMADO,2,06/05/2024,31/12/2024,NÃO VIGENTE,0040610072.000030/2024-94
2024,PD&I,IAUPE,4,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 12.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 75.000,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,2,NÃO INFORMADO,3,1,2,NÃO INFORMADO,NÃO INFORMADO,8,16/04/2024,15/07/2024,NÃO VIGENTE,0040610072.000053/2023-18
2024,PD&I,IAUPE,4,UTILIZAÇÃO DE SMART CONTRACTS EM BLOCKCHAIN NA ESFERA JURÍDICA 9.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 46.935,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,5,NÃO INFORMADO,NÃO INFORMADO,1,1,NÃO INFORMADO,NÃO INFORMADO,7,01/08/2024,31/10/2024,NÃO VIGENTE,0040608325.000186/2022-42
2024,INOVAÇÃO ABERTA,NÃO INFORMADO,NÃO INFORMADO,INOVAÇÃO ABERTA POLI - 2024.1,NÃO INFORMADO,PRIVADO,EVENTOS,NÃO INFORMADO,GENÉSIO GOMES DA CRUZ NETO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,INOVAÇÃO ABERTA,NÃO INFORMADO,NÃO INFORMADO,INOVAÇÃO ABERTA POLI - 2024.2,NÃO INFORMADO,PRIVADO,EVENTOS,NÃO INFORMADO,GENÉSIO GOMES DA CRUZ NETO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,INOVAÇÃO ABERTA,NÃO INFORMADO,NÃO INFORMADO,INOVAÇÃO ABERTA GARANHUNS - 2024,NÃO INFORMADO,PRIVADO,EVENTOS,NÃO INFORMADO,IVALDIR HONÓRIO DE FARIAS JUNIOR,NÃO INFORMADO,GARANHUNS - PE,AGRESTE MERIDIONAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,INOVAÇÃO ABERTA,NÃO INFORMADO,NÃO INFORMADO,INOVAÇÃO ABERTA NAZARÉ - 2024,NÃO INFORMADO,PRIVADO,EVENTOS,NÃO INFORMADO,MARIA LUCIANA DE ALMEIDA,NÃO INFORMADO,NAZARÉ DA MATA - PE,MATA NORTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,IAUPE,0,USO DE BIOINSUMOS PARA INOVAÇÃO E SUSTENTABILIDADE DA MANGICULTURA NO SEMIÁRIDO PERNAMBUCANO: EFEITO SOBRE AS MICORRIZAS ARBUSCULARES,SWEET FRUITS,PRIVADO,AGRONEGÓCIO,"R$ 10.000,00",REGINA LÚCIA FÉLIX DE AGUIAR LIMA,NÃO INFORMADO,PETROLINA - PE,SERTÃO DO SÃO FRANCISCO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,27/06/2024,27/06/2025,NÃO VIGENTE,0040610072.000026/2024-26
2024,PD&I,IAUPE,NÃO INFORMADO,"FIRMWARE-GREEN: PROTOTIPANDO UMA INFRAESTRUTURA EMBARCADA PARA COMUNICAÇÃO MULTIMEIOS ATRAVÉS DA INTEGRAÇÃO DO MÓDULO NBIOT, MÓDULO WISUN E MÓDULO LORAWAN/SIGFOX",SMARTGREEN DESENVOLVIMENTO DE TECNOLOGIAS S.A,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 115.000,00",JORGE CAVALCANTI BARBOSA FONSÊCA,NÃO INFORMADO,CURITIBA - PR,EXTERNO,5,NÃO INFORMADO,NÃO INFORMADO,5,1,NÃO INFORMADO,NÃO INFORMADO,11,NÃO INFORMADO,30/06/2024,NÃO VIGENTE,0040610072.000129/2023-13
2024,PD&I,IAUPE,6,AKZO NOBEL 4.0 - FASE 1: DIGITALIZAÇÃO DA LINHA DE ENVASE DE BALDES.,AKZO NOBEL LTDA.,PRIVADO,INDÚSTRIA DE MATERIAIS DE CONSTRUÇÃO,"R$ 600.500,00",ROGÉRIO PONTES DE ARAÚJO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,23/09/2024,23/09/2025,NÃO VIGENTE,0040610072.000031/2024-39
2024,PD&I,UPE,NÃO INFORMADO,PLATAFORMA DE INOVAÇÃO SOCIAL-SESC,SERVIÇO SOCIAL DO COMÉRCIO,PRIVADO,INOVAÇÃO SOCIAL,"R$ 402.240,00",MARIANA VALENÇA,NÃO INFORMADO,NAZARÉ DA MATA - PE,MATA NORTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,IAUPE,NÃO INFORMADO,INOVAÇÕES COM INTELIGÊNCIA ARTIFICIAL PARA APOIO ESTRATÉGICO EM CELERIDADE PROCESSUAL E TOMADA DE DECISÕES NO TRIBUNAL DE JUSTIÇA DO ESTADO DE PERNAMBUCO,TJPE,PÚBLICO,SETOR JUDICIÁRIO,"R$ 455.648,00",FERNANDO BUARQUE DE LIMA NETO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,7,1,NÃO INFORMADO,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,9,19/06/2024,19/06/2025,NÃO VIGENTE,0040610072.000037/2024-14
2024,PD&I,IAUPE,6,DESENVOLVIMENTO DE MODELOS DE APRENDIZADO DE MÁQUINA PARA SIMULAÇÃO E OTIMIZAÇÃO DE CONTROLES TÉRMICOS EM PLANTA AUTOMOTIVA,STELLANTIS,PRIVADO,INDÚSTRIA AUTOMOTIVA,"R$ 200.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,1,2,1,1,NÃO INFORMADO,NÃO INFORMADO,5,01/07/2024,28/02/2025,NÃO VIGENTE,0040610072.000046/2024-05
2024,PD&I,IAUPE,4,PLATAFORMA DE IDENTIFICAÇÃO PRAZOS TRABALHISTA 11.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 65.250,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,2,2,2,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,7,14/06/2024,13/09/2024,NÃO VIGENTE,0040610072.000046/2023-16
2024,PD&I,IAUPE,4,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 13.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 87.073,17",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,3,NÃO INFORMADO,2,1,1,NÃO INFORMADO,NÃO INFORMADO,7,16/07/2024,15/10/2024,NÃO VIGENTE,0040610072.000053/2023-18
2024,RESITEC,IAUPE,NÃO INFORMADO,RESIDÊNCIA TECNOLÓGICA EM INTELIGÊNCIA ARTIFICIAL GENERATIVA,FOXCONN,PRIVADO,INDÚSTRIA DE ELETRÔNICOS,"R$ 540.000,00",CLEYTON MÁRIO DE OLIVEIRA RODRIGUES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,0040610072.000054/2024-43
NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,FUNDAÇÃO PARA INOVAÇÕES TECNOLÓGICAS - FITEC,PRIVADO,PESQUISA E DESENVOLVIMENTO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
2024,PD&I,IAUPE,6,FIBRASA DIGITAL - FASE 1,FIBRASA,PRIVADO,INDÚSTRIA DE EMBALAGENS,"R$ 165.625,00",GILBERTO DÊNIS DE SOUZA LEITE FILHO,NÃO INFORMADO,ABREU E LIMA - PE,RMR - NÚCLEO NORTE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,0040610072.000058/2024-21
2024,PD&I,IAUPE,9,DESENVOLVIMENTO TECNOLÓGICO E INOVAÇÃO DAS VEDAÇÕES VERTICAIS DE EDIFICAÇÃO DE MÚLTIPLOS PAVIMENTOS: RACIONALIZAÇÃO CONSTRUTIVA E BIM,GB OSCAR EMPREENDIMENTOS IMOBILIÁRIOS LTDA.,PRIVADO,SETOR IMOBILIÁRIO,"R$ 10.250,00",ALBERTO CASADO LORDSLEEM JÚNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,0040610072.000053/2024-07
2024,PD&I,IAUPE,NÃO INFORMADO,"COOPERAÇÃO TÉCNICA E CIENTÍFICA ENTRE OS PARTÍCIPES PARA O DESENVOLVIMENTO DE PROJETOS DE PESQUISA, PROGRAMAS E OUTRAS INICIATIVAS NA ÁREA DA INOVAÇÃO, ENVOLVENDO ALUNOS E PROFESSORES DAS DUAS INSTITUIÇÕES E EMPRESAS PARCEIRAS",ESCOLA TÉCNICA DE PERNAMBUCO (ETP),PÚBLICO,EDUCAÇÃO,"R$ 0,00",EDUARDO CARDOSO GONÇALVES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,0040610072.000052/2024-54
2024,PD&I,IAUPE,3,INOVAÇÃO EM GERENCIAMENTO DE RISCOS E SEGURANÇA DO TRABALHO NA CONSTRUÇÃO DE LOTEAMENTOS RESIDENCIAIS DE ALTO PADRÃO,PRAIA DE GUADALUPE EMPREENDIMENTOS IMOBILIÁRIOS S.A.,PRIVADO,SETOR IMOBILIÁRIO,"R$ 455.648,00",FELIPE MENDES DA CRUZ,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/08/2024,31/01/2026,NÃO VIGENTE,0040610072.000049/2024-31
2024,PD&I,IAUPE,NÃO INFORMADO,TERMO DE CONFIABILIDADE (NDA),SENAI,PRIVADO,EDUCAÇÃO,"R$ 0,00",MANOEL HENRIQUE DE NÓBREGA MARINHO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,IAUPE,6,AI-DOC - AWARE INDUSTRIAL DOCUMENTS,INDORAMA VENTURES POLÍMEROS S.A.,PRIVADO,INDÚSTRIA PETROQUÍMICA,"R$ 261.937,50",RICARDO ATAÍDE DE LIMA,NÃO INFORMADO,RECIFE - PE,RMR- NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/08/2024,31/07/2025,NÃO VIGENTE,0040610072.000048/2024-96
2024,PD&I,IAUPE,0,SECAGEM  DO BAGAÇO DE CANA-DE-AÇÚCAR EM SISTEMA DE COGERAÇÃO DE ENERGIA,COMPANHIA ALCOOQUIMICA NACIONAL,PÚBLICO,INDÚSTRIA ALCOOLQUÍMICA,"R$254.634,15",ROGÉRIO PONTES DE ARAÚJO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,01/11/2024,30/04/2025,NÃO VIGENTE,0040610072.000003/2022-50
2024,PD&I,IAUPE,4,IDENTIFICAÇÃO DE PRAZOS TRABALHISTAS 12.0,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 261.000,00",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,2,2,2,NÃO INFORMADO,1,NÃO INFORMADO,NÃO INFORMADO,7,14/09/2024,13/09/2025,NÃO VIGENTE,0040610072.000046/2023-16
2024,PD&I,IAUPE,6,EXPLORAÇÃO DAS TECNOLOGIAS UNIFIED NAME SPACE E SUA ADERÊNCIA EM DEMANDAS DE DIGITAÇÃO NA INDUSTRIA AUTOMOTIVA,STELLANTIS,PRIVADO,INDÚSTRIA AUTOMOTIVA,"R$ 300.000,00",ALEXANDRE MAGNO ANDRADE MACIEL,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,1,1,NÃO INFORMADO,2,1,NÃO INFORMADO,NÃO INFORMADO,5,01/09/2024,30/06/2026,VIGENTE,0040610072.000059/2024-76
2024,PD&I,IAUPE,NÃO INFORMADO,"CATALISAR AS MELHORES PRÁTICAS NO CAMPO DA INOVAÇÃO, PROMOVENDO UMA SINERGIA ENTRE AS INSTITUIÇÕES (UFPE E UPE)  QUE FORTALECERÁ O AMBIENTE INOVADOR NA REGIÃO",POLO TECNOLÓGICO E CRIATIVO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO,PÚBLICO,EDUCAÇÃO,"R$ 0,00",DJALMA SILVA GUIMARÃES JUNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,UPE,2,INVESTIGAÇÃO SOBRE OS FATORES QUE ONERAM A FORMAÇÃO DE PREÇOS NO ÂMBITO DO ARQUIPÉLAGO DE FERNANDO DE NORONHA,NORONHA 1,PÚBLICO,GESTÃO MUNICIPAL,"R$ 388.440,00",DJALMA SILVA GUIMARÃES JUNIOR,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,UPE,9,SISTEMA DE INTEGRAÇÃO DE DADOS PARA PLATAFORMA WEB E APLICATIVO MÓVEL A ILHA DE FERNANDO DE NORONHA EM PERNAMBUCO,NORONHA 2,PÚBLICO,GESTÃO MUNICIPAL,"R$ 1.177.500,00",MÁRCIA REJANE OLIVEIRA BARROS CARVALHO MACEDO,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
2024,PD&I,IAUPE,4,PLATAFORMA INTELIGENTE PARA ASSESSORIA JURÍDICA – 14.0.,NEUROLAW DESENVOLVIMENTO DE TECNOLOGIA LTDA.,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 362.926,84",BRUNO JOSÉ TORRES FERNANDES,NÃO INFORMADO,RECIFE - PE,RMR - NÚCLEO CENTRO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,16/10/2024,16/10/2025,NÃO VIGENTE,0040610072.000053/2023-18
2025,PD&I,IAUPE,1,PROMOÇÃO DE UMA CULTURA DE INOVAÇÃO NA EDUCAÇÃO DO MUNICÍPIO DE CANHOTINHO,MUNICIPIO DE CANHOTINHO,PÚBLICO,GESTÃO MUNICIPAL,"R$ 226.117,65",IVALDIR HONÓRIO DE FARIAS JUNIOR,NÃO INFORMADO,CANHOTINHO - PE,AGRESTE MERIDIONAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,02/05/2025,05/05/2027,VIGENTE,0040610072.000020/2025-30
2024,PD&I,IAUPE,8,RECONHECIMENTO INTELIGENTE DOS EXAMES OCUPACIONAIS PARA INTEGRAR COM PROCESSOS DE CONTROLE DA SAÚDE DE TRABALHADORES,ECR TECNOLOGIA,PRIVADO,TECNOLOGIA DA INFORMAÇÃO,"R$ 30.683,52",ERAYLSON GALDINO DA SILVA,NÃO INFORMADO,MARINGÁ - PR,EXTERNO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,05/11/2024,05/11/2025,NÃO VIGENTE,0040610072.000065/2024-23
2024,PD&I,IAUPE,7,NATTO DIGITAL: INFRAESTRUTURA DE DADOS INDUSTRIAL,NOTARO ALIMENTOS LTDA.,PRIVADO,INDÚSTRIA ALIMENTÍCEA,"R$ 104.625,00",GILBERTO DÊNIS DE SOUZA LEITE FILHO,NÃO INFORMADO,BELO JARDIM - PE,AGRESTE CENTRAL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,0,NÃO INFORMADO,NÃO INFORMADO,NÃO VIGENTE,NÃO INFORMADO
